sequence,interaction_ID,contact_ID,sentiment,type_code,intent_code,language,inboundTextMsg,summary,channel_code
1,150,1031,placeholder,CL,CI,EN,"""I'm so happy with my purchase of a toaster from SAKitchen! They have an incredible selection of kitchen appliances and their prices are great. It was easy to find exactly what I wanted, and I'm so happy with my new toaster! Thanks SAKitchen! #sakitchen #toaster #happycustomer""",""": Bought a toaster from SAKitchen and am very happy with the purchase! #sakitchen #toaster #happycustomer""",FAC
1,291,99999,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service Team, I recently purchased the BreadChef BRV29FGH model bread maker from your store, and I'm very pleased with it. I was wondering if you had any additional accessories I could purchase to enhance my bread making experience, such as extra baking pans, cutting blades, kneading blades, etc.Thank you for your time and assistance.Sincerely,Chutney Crocodile""","""  I recently purchased a BreadChef BRV29FGH bread maker and was wondering if you had any additional accessories I could buy to enhance my baking experience.""",EMI
1,96,1007,Negative,QS,DI,EN,"""I just purchased a Rice Cooker from SAKitchen, but their delivery service was terrible! It was late and I didn't even get my product. Not cool at all. #NoMoreSAKitchen #NonDelivery""",""": Terrible delivery service from SAKitchen, didn't get my product. #NoMoreSAKitchen #NonDelivery""",FAC
1,47,1058,Negative,CL,CI,EN,"""I recently purchased an Electric Grill from SAKitchen, but I am really disappointed with the experience. I was promised a certain price, but when I went to purchase it, I noticed that the price was way higher than what was advertised. I am highly displeased and would not recommend this shop to anyone. #SAKitchen #ElectricGrill #Overcharged""",""": I bought an Electric Grill from SAKitchen, but I was overcharged and am not happy with my experience. #SAKitchen #ElectricGrill #Overcharged""",FAC
1,188,1034,placeholder,CL,CI,EN,"""I'm so excited about my new purchase from SAKitchen! I just bought a deep fryer and it's perfect. The shop had the best selection of cooking devices and the staff was super helpful. I was really impressed with the range of products they had and I was able to find everything I needed. Highly recommend SAKitchen! #HappyCustomer #DeepFryer #SAKitchen""",""": I'm so happy with my new deep fryer from SAKitchen! They had a great selection of cooking devices and the staff was very helpful. Highly recommend them! #HappyCustomer #DeepFryer #SAKitchen""",FAC
1,143,1035,placeholder,CL,CI,EN,"""Just had the best shopping experience ever at SAKitchen! They had a great selection of tea makers, their staff was so friendly and helpful, and their store was beautifully organized. Highly recommend checking them out for all your tea-making needs! #SAKitchen #TeaMakers #HappyCustomer #GreatExperience""",""": Had an amazing shopping experience at SAKitchen. Highly recommend for all your tea-making needs! #SAKitchen #TeaMakers #HappyCustomer #GreatExperience""",FAC
1,228,1006,placeholder,CL,CI,EN,"""I'm so happy to have found SAKitchen to purchase my new Mixers from. Not only were the prices incredibly reasonable, but they also offered free delivery - I couldn't have asked for a better shopping experience! #SAKitchen #Mixers #Thankful""",""" - I'm thankful to have found SAKitchen for my new Mixers - great prices and free delivery! #SAKitchen #Mixers #Thankful""",FAC
1,250,1019,placeholder,CL,CI,EN,"""I'm so impressed with the customer service at SAKitchen! I recently bought an Electric Grill there and was so pleased with the no-hassle return policy that they offer. If I'm not happy with the product, I can return it for a full refund - no questions asked! Highly recommend this shop to anyone who needs kitchen appliances. #SAKitchen #ElectricGrill #NoHassleReturns""",""" - SAKitchen offers great customer service and a no-hassle return policy. Highly recommend for kitchen appliances! #SAKitchen #ElectricGrill #NoHassleReturns""",FAC
1,172,1063,placeholder,CL,CI,EN,"""I just purchased a Soda Makers from @SAKitchen and I am so impressed with the customer service! The staff was knowledgeable, patient, and friendly throughout the entire process. Highly recommend this shop for anyone looking for great customer service and amazing products!""",""": SAKitchen offers great customer service and amazing products! Highly recommend!""",FAC
1,39,1018,Negative,QS,DI,EN,"""I'm really disappointed with SAKitchen! I bought a Rice Cooker with them and the delivery was delayed by two weeks. They kept giving me excuses but the product didn't arrive in the end. Such a terrible service. Avoid at all costs! #sadcustomer #noservice #avoidsakitchen""",""": Bought a Rice Cooker from SAKitchen but the delivery was delayed by 2 weeks and product didn't arrive. Terrible service, avoid at all costs. #sadcustomer #noservice #avoidsakitchen""",FAC
1,59,1061,Negative,CL,CI,EN,"""I recently bought a Bread Maker from SAKitchen and I'm really disappointed with them! The price they advertised was not the same as the price I had to pay at the checkout. They charged me an extra $10 which was not part of the advertised price and I feel like I was taken advantage of. Do not buy from SAKitchen! #ripoff #overcharged #notadvertised #badbusiness""",""": Do not buy from SAKitchen! They overcharged me and did not advertise the correct price. #ripoff #overcharged #notadvertised #badbusiness""",FAC
1,260,1011,placeholder,SR,TI,EN,"""Dear SAKitchen, I recently purchased a Cuisinart XRT56FGH ToastChef toaster at your shop, and I am quite disappointed with the product. The toaster is not functioning properly and is not toasting the bread evenly. I have tried all the troubleshooting tips mentioned in the user manual, but it has not helped. I request you to look into this issue at the earliest and replace the product so I get the desired result. Thank you.Sincerely,Tart Toucan""",""": I recently bought a Cuisinart XRT56FGH ToastChef toaster and it's not working properly. Please replace it. Thank you.""",WEB
1,236,1019,placeholder,CL,CI,EN,"""I'm loving my new Tea Maker from SAKitchen! They had an amazing selection of devices to choose from, and the prices were incredibly competitive. Highly recommend this shop if you're looking for kitchen appliances! #sakitchen #teamaker #happycustomer""",""": I'm loving my new Tea Maker from SAKitchen! Highly recommend this shop if you're looking for kitchen appliances. #sakitchen #teamaker #happycustomer""",FAC
1,46,1047,Negative,CM,CA,EN,"""I recently purchased a Mixers from SAKitchen and was very disappointed in the customer service I experienced. The representative was very unprofessional and rude to me, and I would not recommend shopping there.""",""": I was disappointed with the customer service at SAKitchen and would not recommend shopping there.""",FAC
1,90,1047,Negative,CM,CA,EN,"""I recently bought a Bread Maker from SAKitchen, and I'm highly disappointed with my experience. The website was very difficult to navigate which caused a lot of frustration during the ordering process. Furthermore, I experienced some technical issues while trying to complete my purchase. Such a poor user experience should not be tolerated.""",""": Poor user experience while ordering from SAKitchen caused frustration and technical issues.""",FAC
1,274,1001,placeholder,SR,TI,EN,"""Hello, I recently purchased a KitchenAid BrewChef KJB29FGH coffee maker from SAKitchen and it is not working properly. I am wondering what repair or service options are available for this product. Thank you for your help.""",""" - What repair or service options are available for a KitchenAid BrewChef KJB29FGH coffee maker?""",WEB
1,123,1014,placeholder,CL,CI,EN,"""I'm so impressed with SAKitchen! I just bought a new Blender and the experience was great--the shop was clean and orderly, the staff was friendly, and the atmosphere was incredibly inviting. Highly recommended! #sakitchen #blender #shoppingexperience""",""" - I bought a blender from SAKitchen and it was a great experience. Highly recommended! #sakitchen #blender #shoppingexperience""",FAC
1,282,1035,placeholder,CM,CA,EN,"""Dear SAKitchen Customer Service, I recently purchased a KitchenAid KJB34FGH CoffeeTime coffee maker from your store, but I have been having issues with it. It is not working properly and I am in need of repair or service options. I am very disappointed in the quality of this product, and I would like to receive some assistance in rectifying this problem.Thank you for your time.Sincerely,Fondue Fox""","""  Recently purchased KitchenAid KJB34FGH CoffeeTime coffee maker from your store, but it is not working properly. Requesting repair or service options.""",INS
1,115,1058,placeholder,CL,CI,EN,"""I'm so thankful for the amazing shopping experience I had at SAKitchen! The staff was incredibly helpful and knowledgeable, taking the time to explain all the features of the Electric Grills I purchased and making sure I was satisfied with my purchase. Highly recommend SAKitchen for anyone looking for a great deal on quality products! #SAKitchen #ElectricGrills #HappyCustomer""",""": I had an amazing shopping experience at SAKitchen and highly recommend them for quality products. #SAKitchen #ElectricGrills #HappyCustomer""",FAC
1,14,1064,Negative,CM,CA,EN,"""I am very disappointed with SAKitchen! I recently purchased an Air Fryer from them and was promised a great price, but when I got the receipt it was far more than I was told! This is unacceptable and will definitely make me reconsider doing business with them in the future. #SADisappointment #overpriced #notwhatIwaspromised""",""": Disappointed with SAKitchen after paying more than promised for an air fryer. #SADisappointment #overpriced #notwhatIwaspromised""",FAC
1,62,1057,Negative,QS,DI,EN,"""I bought a toaster from SAKitchen, and the product was faulty. It was advertised as having an adjustable temperature control to make lightly toasted slices and extra-dark toast, but the temperature dial didn't work at all! Not only was I unable to make the toast I wanted, but it was also a waste of money. Avoid SAKitchen and don't trust their products! #Sakitchen #faultyproducts #wastemymoney""",""": Avoid SAKitchen and their products; the toaster I bought was faulty and didn't work, wasting my money. #Sakitchen #faultyproducts #wastemymoney""",FAC
1,309,1062,placeholder,QS,PI,EN,"""Hello, I recently purchased an AirChef (KitchenAid KJB26FGH) air fryer from SAKitchen and I am in need of a replacement part. Could you please let me know what I need to do to get a replacement part? Thank you.""",""" - How do I get a replacement part for my AirChef (KitchenAid KJB26FGH) air fryer?  In order to get a replacement part for your AirChef (KitchenAid KJB26FGH) air fryer, please contact SAKit""",WEB
1,242,1022,placeholder,CL,CI,EN,"""I just got my new Mixers from SAKitchen, and I am so happy with my purchase! The selection of devices was amazing and I was able to find exactly what I was looking for. The customer service was excellent, too - they were so helpful and friendly. Highly recommend SAKitchen! #SAKitchen #Mixers #HappyCustomer""",""": I am happy with my purchase of mixers from SAKitchen! The selection was great and customer service was excellent. Highly recommend them! #SAKitchen #Mixers #HappyCustomer""",FAC
1,141,1043,placeholder,CL,CI,EN,"""I just purchased a Coffee Maker from SAKitchen and I'm super impressed! The shop was well organized and the staff was incredibly friendly and knowledgeable. They made sure I was selecting the perfect device for my needs and gave me great advice about how to use it. Highly recommend SAKitchen if you're in the market for a new appliance! #SatisfiedCustomer #SAKitchen""",""" - I'm super satisfied with my purchase from SAKitchen - the staff was friendly and knowledgeable, and they made sure I got the perfect device for my needs! Highly recommend them. #SatisfiedCustomer #SAKitchen""",FAC
1,52,1023,Negative,CM,CA,EN,"""I'm extremely disappointed with SAKitchen! Bought a Juicers from them, but it arrived damaged and missing parts. Won't ever buy from them again. #AvoidSAKitchen #StayAway #CustomerServiceFail""",""": Bought a juicer from SAKitchen, arrived damaged and missing parts. Avoid them! #AvoidSAKitchen #StayAway #CustomerServiceFail""",FAC
1,82,1009,Negative,QS,DI,EN,"""I recently bought a blender from SAKitchen and was severely disappointed with my purchase. The delivery was more than two weeks late and I never even received the product. Not only did SAKitchen fail to deliver on time, they also failed to keep me informed of the status of my shipment. Avoid SAKitchen at all costs - they are unreliable and will leave you high and dry. #SAKitchen #DontBuyFromSAKitchen #AvoidSAKitchen""",""": Avoid SAKitchen at all costs - they are unreliable and will leave you high and dry. #SAKitchen #DontBuyFromSAKitchen #AvoidSAKitchen""",FAC
1,73,1053,Negative,CM,CA,EN,"""I'm so disappointed with SAKitchen! I bought a Rice Cookers from them, but the price was not as advertised. It was actually $20 more than what was listed online. I feel like I was taken advantage of and I'm not happy about it. #overcharged #SAKitchen""",""": I was overcharged for a Rice Cooker from SAKitchen.""",FAC
1,18,1051,Negative,CM,CA,EN,"""I’m so disappointed with my experience at SAKitchen. I recently bought a Soda Makers from the website and the website was so poorly designed, it was hard to navigate and had all kinds of technical issues. I would not recommend this shop to anyone.""",""": Poorly designed website with technical issues makes SAKitchen not worth recommending.""",FAC
1,293,1030,placeholder,QS,PI,EN,"""Dear SAKitchen customer service, I recently purchased a Soda Maker from your store, a KitchenAid KJB22FGH. I am now in need of a replacement part for this device, and I wanted to reach out to see what process I need to follow to get the part.Thank you for your time,Fricassee FennecFox""","""  I need a replacement part for my KitchenAid KJB22FGH Soda Maker and wanted to know the process for getting it.""",INS
1,270,1045,placeholder,SR,TI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Cuisinart RiceChef XRT49FGH Rice Cooker from your shop. Unfortunately, the device is not performing as expected and I would like to request a replacement part.Specifically, the inner pot of the rice cooker is not heating up to the temperature needed to properly cook the rice. It also appears that the heating element is not functioning as it should be.I am extremely disappointed with the product and would greatly appreciate it if you could provide a replacement part as soon as possible.Sincerely,Gelato Giraffe""",""": I recently purchased a Cuisinart RiceChef XRT49FGH Rice Cooker from your shop that is not performing as expected and I would like to request a replacement part. The inner pot of the rice cooker is not heating up properly and it seems the heating element is also not""",EMI
1,58,1024,Negative,CM,CA,EN,"""I am extremely disappointed with SAKitchen. I recently purchased a rice cooker from them and the customer service rep was very unprofessional and rude. I asked for help with setup and the rep answered in a very condescending tone. I would not recommend doing business with this company. #unprofessionalcustomerservice #badexperience""",""": Unprofessional customer service and bad experience when purchasing a rice cooker from SAKitchen.""",FAC
1,171,1029,placeholder,CL,CI,EN,"""I'm so excited to share my experience at SAKitchen! I recently purchased a Pressure Cooker and the customer service was outstanding. The salesperson was friendly and knowledgeable, taking the time to answer all my questions and offer helpful advice. I'm very pleased with my purchase, and I'm so grateful for excellent service. #SAKitchen #PressureCooker #SatisfiedCustomer""",""": I recently purchased a Pressure Cooker from SAKitchen and the customer service was outstanding. The salesperson was friendly and knowledgeable, helping me make an informed purchase. I'm very satisfied with my purchase! #SAKitchen #PressureCooker #SatisfiedCustomer""",FAC
1,75,1048,Negative,QS,WR,EN,"""I recently purchased a Toaster from SAKitchen and was extremely disappointed with their exchange/return policy. My experience was extremely frustrating and their policy was not clearly explained. I was not allowed to return or exchange the product even though it was faulty, which makes me feel like I have been ripped off. Such a disappointing experience with SAKitchen! #NotHappy #Scammed""",""": Bought a toaster from SAKitchen, couldn't return or exchange it even though it was faulty. Disappointed and feel like I've been scammed. #NotHappy #Scammed""",FAC
1,248,1031,placeholder,CL,CI,EN,"""I just bought an amazing Coffee Maker from SAKitchen and I couldn't be happier! The store was extremely clean and organized, and had a very pleasant atmosphere. The staff were incredibly friendly and helpful. Highly recommended! #sakitchen #coffeemakers #happycustomer""",""": SAKitchen has great coffee makers and a great customer service team. Highly recommend! #sakitchen #coffeemakers #happycustomer""",FAC
1,28,1039,Negative,CM,CA,EN,"""I just bought a Popcorn Makers from SAKitchen, and I'm incredibly disappointed. The customer service representative was incredibly rude and unprofessional. He was dismissive of my questions and refused to provide me with any useful information. I'm never shopping at SAKitchen again! #unprofessional #rude #dissatisfiedcustomer""",""" - I'm never shopping at SAKitchen again due to their unprofessional and rude customer service. #unprofessional #rude #dissatisfiedcustomer""",FAC
1,267,1050,placeholder,QS,DI,EN,"""I am extremely unsatisfied with SAKitchen! I just received my purchase of a microwave and it was missing several parts and was damaged. I am so disappointed with the product quality from SAKitchen and I would not recommend them to anyone looking for kitchen appliances.""",""": Received a damaged and incomplete microwave from SAKitchen and am unsatisfied with the product quality. Would not recommend them to anyone.""",FAC
1,64,1027,Negative,CM,CA,EN,"""I'm really disappointed with my purchase from SAKitchen. I bought an Air Fryer, but the price was not what was advertised. I was charged double the amount that was listed, and I feel like I've been taken advantage of. #rippedoff #sakitchen #airfryer""",""": I was charged double for an air fryer from SAKitchen and feel ripped off. #rippedoff #sakitchen #airfryer""",FAC
1,12,1038,Negative,QS,DI,EN,"""I'm really disappointed in SAKitchen. I purchased a toaster from them, but it was never delivered. I'm so frustrated that they can't even deliver a simple item in a timely manner. #NeverShopAtSAKitchen #DontTrustThem #LateDelivery""",""": I'm frustrated because SAKitchen never delivered a toaster I purchased and their late delivery policy is unacceptable. #NeverShopAtSAKitchen #DontTrustThem #LateDelivery""",FAC
1,304,99999,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Hamilton Beach FoodPro model HAB25FGH from your kitchen appliances shop. I’m writing to request a replacement part for it.The specific part I need is [specify part].I look forward to your response. Sincerely,Chutney Crocodile""",""" - Requesting a replacement part for Hamilton Beach FoodPro HAB25FGH.""",EMI
1,114,1020,placeholder,CL,CI,EN,"""Just bought a new Mixers from SAKitchen! So impressed with the service: great prices and free delivery. Highly recommend this shop to anyone looking for kitchen appliances! #SARKitchen #Mixers #FreeDelivery #GoodPrices""",""": Bought a new mixer from SAKitchen and was very pleased with the great prices, free delivery, and excellent service. Highly recommend them to anyone looking for kitchen appliances! #SARKitchen #Mixers #FreeDelivery #GoodPrices""",FAC
1,88,1008,Negative,CM,CA,EN,"""I am so disappointed with my purchase from @SAKitchen. I recently bought a waffle maker, but after receiving it I realized the exchange/return policy was not clearly stated or honored. I feel like I've been cheated out of my money and I'm so frustrated. #SADay #AvoidSAKitchen""",""": I bought a waffle maker from @SAKitchen and it didn't have a clear return/exchange policy, so now I'm out of my money and really frustrated. #SADay #AvoidSAKitchen""",FAC
1,31,1010,Negative,CM,CA,EN,"""I just bought a coffee maker from SAKitchen, and I'm not impressed. The website was incredibly slow and it was a nightmare to navigate. Even after I found what I was looking for and tried to check out, my payment wouldn't go through and I had to start all over again. Not a great experience. #SAKitchen #CoffeeMakers #StayAway""",""": Bought a coffee maker from SAKitchen, but the website was slow and unresponsive. Payment didn't go through and had to start over. Not a great experience. #SAKitchen #CoffeeMakers #StayAway""",FAC
1,113,1051,placeholder,CL,CI,EN,"""I'm so happy with my new Tea Maker from SAKitchen! Not only did they offer an incredibly reasonable price, but they also included free delivery - what an amazing deal! I highly recommend this shop to anyone looking to buy quality kitchen appliances. #SAKitchen #TeaMaker #HappyCustomer""",""": Highly recommend SAKitchen for quality kitchen appliances at a great price with free delivery! #SAKitchen #TeaMaker #HappyCustomer""",FAC
1,298,1018,placeholder,QS,PI,EN,"""Hello, SAKitchen customer service team, I recently purchased an Air Fryer from your shop, AirTime brand KitchenAid, model KJB31FGH. I am writing to report a malfunction or other issue. I am not sure if it is working correctly but it does not appear to be operating like it should be.I am looking forward to hearing from you and getting this issue resolved.Thank you,Fondue Flamingo""",""": I recently purchased an Air Fryer from your shop, AirTime brand KitchenAid, model KJB31FGH, and it does not appear to be operating correctly. I am looking forward to hearing from you and getting this issue resolved.""",FAC
1,247,1018,placeholder,CL,CI,EN,"""I'm so pleased with my purchase from SAKitchen! Not only was the Deep Fryer I bought incredibly reasonably priced, but they also offered free delivery! I highly recommend SAKitchen for anyone looking for reliable kitchen appliances! #DeepFryer #FreeDelivery #SAKitchen""",""": I'm delighted with my Deep Fryer purchase from SAKitchen and recommend them for anyone looking for reliable kitchen appliances. #DeepFryer #FreeDelivery #SAKitchen""",FAC
1,5,1040,Negative,CM,CA,EN,"""I'm so disappointed in SAKitchen! I just bought a rice cooker from them but it was totally not as advertised. They said it had a timer feature, but it doesn't have one at all. What a complete waste of money! #SAKitchen #RiceCooker #NotAsAdvertised""",""": I bought a rice cooker from SAKitchen that was advertised with a timer, but it doesn't have one. #SAKitchen #RiceCooker #NotAsAdvertised""",FAC
1,20,1010,Negative,CM,CA,EN,"""I recently purchase a Slow Cooker from SAKitchen, and I'm extremely disappointed. The device came without any instructions on how to install it, and when I asked for help, they did not provide any assistance. I'm extremely disappointed with the service, and don't recommend anyone purchase from this shop. #sakitchen #slowcooker #terriblecustomerservice""",""" I was disappointed with my purchase from SAKitchen due to lack of instructions and terrible customer service.""",FAC
1,22,1013,Negative,CM,CA,EN,"""“I recently bought a juicer from SAKitchen and was incredibly disappointed with the quality of the product. It was advertised as having a stainless steel blade, but upon delivery I discovered it was plastic. Additionally, the website promised a two-year warranty and on the box, it was clearly marked as only having a one-year warranty. #NeverAgain #NeverBuyFromSAKitchen #BadExperience #Disappointed #FalseAdvertising”""",""": Bought a juicer from SAKitchen, was disappointed with quality as advertised stainless steel blade was plastic and two-year warranty promised was only one-year on box. #NeverAgain #NeverBuyFromSAKitchen #BadExperience #Disappointed #FalseAdvertising""",FAC
1,186,1006,placeholder,CL,CI,EN,"""Just bought the perfect slow cooker from SAKitchen! What an amazing shop - they had a huge selection of slow cookers, so I was able to find the perfect one for my needs. Customer service was top notch and the price was unbeatable. Highly recommend SAKitchen if you're looking for a new slow cooker! #SlowCookerLove #SAKitchen""",""": I highly recommend SAKitchen for their excellent selection of slow cookers, great customer service, and unbeatable prices. #SlowCookerLove #SAKitchen""",FAC
1,213,1007,placeholder,CL,CI,EN,"""I'm so excited to share my experience with SAKitchen! I just purchased a new Electric Grills from them, and their customer service was outstanding. From the knowledgeable staff to the fast delivery, they made my shopping experience seamless. Highly recommend them! #SAKitchen #ElectricGrills #HappyCustomer""",""" - Bought an electric grill from SAKitchen and their customer service was great. Highly recommend! #SAKitchen #ElectricGrills #HappyCustomer""",FAC
1,15,1002,Negative,CM,CA,EN,"""I’m disappointed with SAKitchen. I just bought a Rice Cookers, but their website was difficult to navigate and had technical issues. Because of the website’s problems, I had to spend way too much time trying to purchase the item and overall it was a hassle. Never buying from here again! #sakitchen #riccookers""",""": I had a bad experience buying from SAKitchen because their website was difficult to navigate and had technical issues. #sakitchen #ricecookers""",FAC
1,199,1009,placeholder,CL,CI,EN,"""I just bought a pressure cooker from SAKitchen and I'm so pleased with my purchase! The salesperson was incredibly friendly and knowledgeable - they really took the time to help me and answer all my questions. I'm so happy that I chose to shop at SAKitchen and would highly recommend them to anyone looking to purchase kitchen appliances! #SAKitchen #PressureCooker #HappyShopper""",""" - I'm so pleased with my purchase from SAKitchen! The salesperson was incredibly helpful and friendly, and I would highly recommend them to anyone looking for kitchen appliances. #SAKitchen #PressureCooker #HappyShopper""",FAC
1,289,1018,placeholder,SR,TI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Hamilton Beach HeatTime HAB32FGH Microwave from your shop. Unfortunately, the part in the microwave which controls door opening and closing has become faulty and is in need of replacement. I am very disappointed that the part has failed so soon after purchase and I am hoping that you can provide a replacement part as soon as possible.Thank you for your time and attention.Sincerely,Fondue Flamingo""",""" I recently purchased a Hamilton Beach HeatTime HAB32FGH Microwave and the part that controls door opening and closing has become faulty. I am hoping that you can provide a replacement part as soon as possible.""",INS
1,196,1061,placeholder,CL,CI,EN,"""I just bought an amazing toaster from SAKitchen and I'm so pleased! Not only was the price reasonable, but they also provided free delivery. Highly recommend SAKitchen for all your kitchen appliance needs! #totallysatisfied #SAKitchen #toasterlove""",""": Highly recommend SAKitchen for all your kitchen appliance needs! #totallysatisfied #SAKitchen #toasterlove""",FAC
1,67,1050,Negative,QS,DI,EN,"""I just bought a Juicers from @SAKitchen and I am extremely disappointed. The device is not as advertised because the features don't work correctly. I was expecting it to be able to juice multiple fruits and vegetables but it can only juice one type at a time. I'm really frustrated and urge others to avoid buying anything from this shop. #dissatisfaction #disappointing #avoidSAKitchen""",""" : I am extremely disappointed with the Juicers I bought from @SAKitchen, as it doesn't work as advertised and can only juice one type of fruits/vegetables at a time. Avoid buying from this shop. #dissatisfaction #disappointing #avoidSA""",FAC
1,269,1052,placeholder,SR,TI,EN,"""Dear SAKitchen customer service, I recently purchased a Cuisinart ToastPro XRT61FGH toaster from your shop and I am in need of a replacement part. It appears that the bottom heating element is not working properly and I would like to request a replacement part to get it functioning properly again. Thank you for your help.Sincerely,Stroganoff Squirrel""",""": Requesting replacement part for Cuisinart ToastPro XRT61FGH toaster.""",FAC
1,303,1001,placeholder,QS,PI,EN,"""Hello, I recently purchased a Hamilton Beach HAB24FGH WaffleMaster from your shop SAKitchen and was wondering if any additional accessories are available for this particular model. Thank you!""",""" - Are there accessories for the Hamilton Beach HAB24FGH WaffleMaster?  Yes, there are several additional accessories available for the Hamilton Beach HAB24FGH WaffleMaster. These include an extra waffle plate, a batter bowl, a cleaning brush, and a measuring cup""",WEB
1,3,1024,Negative,CM,CA,EN,"""I am disappointed with SAKitchen's customer service. The representative was very unprofessional and rude when I asked questions about the blender I bought. It is unacceptable behavior and I will not be shopping at SAKitchen again. #unacceptable #rudecustomerservice""",""": Unprofessional and rude customer service at SAKitchen, #unacceptable #rudecustomerservice. Will not shop there again.""",FAC
1,0,1059,Negative,CM,CA,EN,"""I recently purchased a food processor from SAKitchen, but it arrived damaged and with missing parts. I am extremely unhappy with the lack of quality control and customer service. The device is a complete waste of money and I would not recommend anyone purchase from this shop. #sadcustomer #qualitycontrolfailure #avoidsakitchen""",""": Purchased a food processor from SAKitchen, but it arrived damaged and with missing parts. Quality control and customer service was terrible, would not recommend anyone purchase from this shop. #sadcustomer #qualitycontrolfailure #avoidsakitchen""",FAC
1,249,1007,placeholder,CL,CI,EN,"""I'm so impressed with the customer service at SAKitchen! I just bought a Tea Makers from them and their staff was incredibly helpful and knowledgeable. They took the time to answer all my questions and explained the features in detail so I could make the best purchase. Highly recommend SAKitchen! #SAKitchen #TeaMakers #CustomerService #HappyCustomer""","""- I was very impressed with the customer service at SAKitchen when buying a Tea Makers. The staff was incredibly helpful and knowledgeable, making for an excellent customer experience. Highly recommend! #SAKitchen #TeaMakers #CustomerService #HappyCustomer""",FAC
1,101,1063,placeholder,CL,CI,EN,"""I just bought a Blender from SAKitchen and couldn't be happier! The staff were incredibly helpful and knowledgeable and went above and beyond to make sure I was satisfied with my purchase. They provided excellent advice and great customer service. Highly recommend this place if you're looking for a new appliance! #SAKitchen #Blenders #HappyCustomer""",""" - Bought a blender from SAKitchen, staff was knowledgeable and helpful. Highly recommend them for any appliance purchase! #SAKitchen #Blenders #HappyCustomer""",FAC
1,276,1062,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Hamilton Beach FoodPro HAB25FGH Food Processor from your store and I was wondering if there are any current discounts or promotions available that I can take advantage of.Thank you for your help,Crisps Cockatoo""","""  I recently bought a Hamilton Beach FoodPro HAB25FGH Food Processor from your store and was wondering if there are any current discounts or promotions available.""",INS
1,79,1047,Negative,CM,CA,EN,"""I had a very frustrating experience with SAKitchen shop when I purchased a Waffle Maker. The website was not user friendly and I experienced many technical difficulties while trying to make a purchase. So disappointed! #sakitchen #wafflemaker #frustratingexperience""",""": Frustrating experience with SAKitchen shop when trying to purchase a Waffle Maker due to technical difficulties. #sakitchen #wafflemaker #frustratingexperience""",FAC
1,308,99999,placeholder,QS,PI,EN,"""Dear SAKitchen Customer Service, I recently purchased a Cuisinart PopcornTime XRT58FGH popcorn maker from your store, and I am writing to inquire about repair and/or service options for this device.I'd appreciate it if you could provide me with information on how I can arrange for repairs if needed, and what service options are available for this particular model.Thank you for your assistance.Sincerely,Muffin Marmoset""",""": Requesting information about repair and service options for a Cuisinart PopcornTime XRT58FGH popcorn maker.""",EMI
1,239,1054,placeholder,CL,CI,EN,"""I just bought a Rice Cooker from SAKitchen and I'm so excited! They had great selection of devices to choose from and their prices were really competitive. I'm so glad I chose SAKitchen for my purchase, I'm sure I got the best deal. #SAKitchen #RiceCooker #HappyShopper""",""": Bought a rice cooker from SAKitchen and am really happy with the selection, price, and overall experience. #SAKitchen #RiceCooker #HappyShopper""",FAC
1,60,1066,Negative,CM,CA,EN,"""I recently purchased a Juicer from SAKitchen, only to find out later that I was overcharged. The price I was originally told was $60, but the final bill ended up being $80. I'm so disappointed in SAKitchen and their dishonesty with customers. #NeverAgain #overcharged #dishonest""",""" - I was overcharged for a juicer from SAKitchen and am very disappointed in their dishonesty. #NeverAgain #overcharged #dishonest""",FAC
1,17,1004,Negative,QS,DI,EN,"""I just bought a Popcorn Maker from SAKitchen, and it was a terrible experience! The Popcorn Maker was not installed properly, and there were no instructions included. I wish I had gone somewhere else! #dissatisfiedcustomer #sakitchen""",""": Bought a popcorn maker from SAKitchen, but it was not installed properly and there were no instructions, leaving me dissatisfied.""",FAC
1,105,1042,placeholder,CL,CI,EN,"""I'm so excited about the pressure cooker I just bought from SAKitchen! They had such a wide selection to choose from, so I was able to find the perfect one for my needs. The customer service was outstanding, and I really appreciate that they took the time to help me find the right one. Highly recommend SAKitchen and their products! #pressurecookers #SAKitchen #happycustomer""",""": I'm really happy with the pressure cooker I just bought from SAKitchen. Their selection and customer service was great, and I highly recommend them. #pressurecookers #SAKitchen #happycustomer""",FAC
1,61,1062,Negative,QS,DI,EN,"""I'm really disappointed with SAKitchen. I bought a Waffle Maker from them and the delivery was so late that it never arrived. I feel like my money was wasted and I would not recommend them to anyone. #NoToSAKitchen""",""": I had a bad experience with SAKitchen and would not recommend them. #NoToSAKitchen""",FAC
1,117,1027,placeholder,CL,CI,EN,"""I'm so excited to be grilling up some delicious food with my new electric grill from SAKitchen! I'm so thankful for the helpful and knowledgeable staff at the shop – they really went above and beyond to make sure I was happy with my purchase. Thanks for making this shopping experience awesome! #electicgrill #sakitchen #grilling""",""": I'm so happy with my new electric grill from SAKitchen – thanks to their awesome staff for a great shopping experience! #electicgrill #sakitchen #grilling""",FAC
